"item serial id",serial,"Variant ID","Product ID","Item Title",Brand,"shipping nature","category id","Seller ID",Seller,"Register Date","Edit Date","Edit User",location,"location title","warehouse id","warehouse name","supplier name","purchase price","order id","cart closed at","pick up driver name","delivery distribution center","delivery driver code","delivery driver name"
472402160,62863AE0,34667818,9304240,"شارژر دیواری لیتو مدل LH- 16 به همراه کابل تبدیل USB-C | سفید | گارانتی 12 ماهه لیتو",لیتو,عادی,1271,1,دیجی‌کالا,"1401/08/04 22:07:20","1401/08/17 09:51:18","mohammad yavari","شرکت گلدایران","[شرکت گلدایران]aisle",5,"انبار امانی نزد شرکت های گارانتی دهنده","ماندگار ورنا نوین آسیا",1645000,,,,,,
472402162,14B43CFE,34667818,9304240,"شارژر دیواری لیتو مدل LH- 16 به همراه کابل تبدیل USB-C | سفید | گارانتی 12 ماهه لیتو",لیتو,عادی,1271,1,دیجی‌کالا,"1401/08/04 22:07:20","1401/08/25 12:26:56","mohammad yavari","شرکت گلدایران","[شرکت گلدایران]aisle",5,"انبار امانی نزد شرکت های گارانتی دهنده","ماندگار ورنا نوین آسیا",1645000,,,,,,
472402179,29059B6C,34667818,9304240,"شارژر دیواری لیتو مدل LH- 16 به همراه کابل تبدیل USB-C | سفید | گارانتی 12 ماهه لیتو",لیتو,عادی,1271,1,دیجی‌کالا,"1401/08/04 22:07:20","1401/08/14 13:29:26","mohammad yavari","شرکت گلدایران","[شرکت گلدایران]aisle",5,"انبار امانی نزد شرکت های گارانتی دهنده","ماندگار ورنا نوین آسیا",1645000,,,,,,
472402182,B3972D54,34667818,9304240,"شارژر دیواری لیتو مدل LH- 16 به همراه کابل تبدیل USB-C | سفید | گارانتی 12 ماهه لیتو",لیتو,عادی,1271,1,دیجی‌کالا,"1401/08/04 22:07:20","1401/08/19 09:08:12","mohammad yavari","شرکت گلدایران","[شرکت گلدایران]aisle",5,"انبار امانی نزد شرکت های گارانتی دهنده","ماندگار ورنا نوین آسیا",1645000,,,,,,
472402196,4F0F6892,34667818,9304240,"شارژر دیواری لیتو مدل LH- 16 به همراه کابل تبدیل USB-C | سفید | گارانتی 12 ماهه لیتو",لیتو,عادی,1271,1,دیجی‌کالا,"1401/08/04 22:07:20","1401/08/18 14:19:45","mohammad yavari","شرکت گلدایران","[شرکت گلدایران]aisle",5,"انبار امانی نزد شرکت های گارانتی دهنده","ماندگار ورنا نوین آسیا",1645000,,,,,,
472402201,BC6D8E80,34667818,9304240,"شارژر دیواری لیتو مدل LH- 16 به همراه کابل تبدیل USB-C | سفید | گارانتی 12 ماهه لیتو",لیتو,عادی,1271,1,دیجی‌کالا,"1401/08/04 22:07:21","1401/08/11 13:17:20","mohammad yavari","شرکت گلدایران","[شرکت گلدایران]aisle",5,"انبار امانی نزد شرکت های گارانتی دهنده","ماندگار ورنا نوین آسیا",1645000,,,,,,
472404175,471D893B,31199826,8400713,"اسپیکر بلوتوثی قابل حمل لیتو مدل LK - 43 | مشکی | گارانتی 12 ماهه لیتو",لیتو,عادی,25,1,دیجی‌کالا,"1401/08/04 22:27:51","1401/08/23 12:33:31","mohammad yavari","شرکت گلدایران","[شرکت گلدایران]aisle",5,"انبار امانی نزد شرکت های گارانتی دهنده","ماندگار ورنا نوین آسیا",4639999,,,,,,
472413182,A45A40CF,33838633,8849624,"هدست مخصوص بازی جدل مدل GH-112 | مشکی | گارانتی 6 ماهه کاوان",جدل,عادی,211,1,دیجی‌کالا,"1401/08/04 23:24:47","1401/08/23 14:17:05","mohammad yavari","شرکت گلدایران","[شرکت گلدایران]aisle",5,"انبار امانی نزد شرکت های گارانتی دهنده","کاوان تجارت کیاسام ",1370000,,,,,,
472413213,502366E8,33838633,8849624,"هدست مخصوص بازی جدل مدل GH-112 | مشکی | گارانتی 6 ماهه کاوان",جدل,عادی,211,1,دیجی‌کالا,"1401/08/04 23:24:48","1401/08/30 12:23:06","mohammad yavari","شرکت گلدایران","[شرکت گلدایران]aisle",5,"انبار امانی نزد شرکت های گارانتی دهنده","کاوان تجارت کیاسام ",1370000,,,,,,
472418576,4950CE52,33054662,8864986,"هندزفری بلوتوثی زیلوت مدل AirPods 2 | سفید | گارانتی 18 ماهه کیهان تجارت ارسلان",زیلوت,عادی,211,1,دیجی‌کالا,"1401/08/04 23:49:04","1401/08/13 13:58:02","mohammad yavari","شرکت گلدایران","[شرکت گلدایران]aisle",5,"انبار امانی نزد شرکت های گارانتی دهنده","ميثم همداني",5326799,,,,,,
472418581,771CB64D,33054662,8864986,"هندزفری بلوتوثی زیلوت مدل AirPods 2 | سفید | گارانتی 18 ماهه کیهان تجارت ارسلان",زیلوت,عادی,211,1,دیجی‌کالا,"1401/08/04 23:49:05","1401/08/11 13:28:38","mohammad yavari","شرکت گلدایران","[شرکت گلدایران]aisle",5,"انبار امانی نزد شرکت های گارانتی دهنده","ميثم همداني",5326799,,,,,,
472453714,EB1BBCD9,32515136,8367150,"دوربین مداربسته آنالوگ داهوا مدل DH-HAC-HDW1209TLQP-LED | گارانتی 24 ماهه الماس رایان ایرانیان",داهوا,عادی,204,1,دیجی‌کالا,"1401/08/05 00:11:51","1401/08/25 12:53:22","mohammad yavari","شرکت گلدایران","[شرکت گلدایران]aisle",5,"انبار امانی نزد شرکت های گارانتی دهنده","آرمان رایان پویا",6175000,,,,,,
472453739,F5344D57,32515136,8367150,"دوربین مداربسته آنالوگ داهوا مدل DH-HAC-HDW1209TLQP-LED | گارانتی 24 ماهه الماس رایان ایرانیان",داهوا,عادی,204,1,دیجی‌کالا,"1401/08/05 00:11:52","1401/08/28 14:04:05","mohammad yavari","شرکت گلدایران","[شرکت گلدایران]aisle",5,"انبار امانی نزد شرکت های گارانتی دهنده","آرمان رایان پویا",6175000,,,,,,
472462120,S016578115J,30578600,6062766,"هدفون بی سیم سونی مدل WF-1000XM4 | مشکی | گارانتی 18 ماهه آرمان همراه ارتباطات آریا",سونی,عادی,211,1,دیجی‌کالا,"1401/08/05 00:21:29","1401/08/19 11:14:53","mohammad yavari","شرکت گلدایران","[شرکت گلدایران]aisle",5,"انبار امانی نزد شرکت های گارانتی دهنده","آرمان همراه ارتباطات آریا",58000459,,,,,,
472480469,5A41EC61,35108705,2179737,"بخاری گازی پلار مدل INVENT | مشکی | گارانتی 18 ماهه پلار",پلار,متوسط,5863,1,دیجی‌کالا,"1401/08/05 01:00:38","1401/08/23 16:14:02","mohammad yavari","شرکت گلدایران","[شرکت گلدایران]aisle",5,"انبار امانی نزد شرکت های گارانتی دهنده"," آرتا تجارت آرنيکا",18809999,,,,,,
472617630,95F6EF34,34717810,8591337,"شارژر دیواری لیتو مدل LH - 6 به همراه کابل تبدیل MICROUSB | سفید | گارانتی 12 ماهه لیتو",لیتو,عادی,1271,1,دیجی‌کالا,"1401/08/05 14:21:34","1401/08/15 18:33:04","mohammad yavari","شرکت گلدایران","[شرکت گلدایران]aisle",5,"انبار امانی نزد شرکت های گارانتی دهنده","ماندگار ورنا نوین آسیا",1274999,,,,,,
472667723,8DCE5443,34747199,9585454,"هدفون بلوتوثی پرووان مدل PHB3365 | مشکی | گارانتی 6 ماهه کاوان",پرووان,عادی,211,1,دیجی‌کالا,"1401/08/06 01:35:40","1401/08/17 12:48:44","mohammad yavari","شرکت گلدایران","[شرکت گلدایران]aisle",5,"انبار امانی نزد شرکت های گارانتی دهنده","کاوان تجارت کیاسام ",3670001,,,,,,
473126802,93D63689,30285088,8353956,"تشک مهمان میقان مدل پشمی  ارگانیک سایز 90x190 سانتی‌متر | صورتی | گارانتی اصالت و سلامت فیزیکی کالا",میقان,متوسط,9275,1,دیجی‌کالا,"1401/08/07 11:46:42","1401/08/19 14:24:34","mohammad yavari","شرکت گلدایران","[شرکت گلدایران]aisle",5,"انبار امانی نزد شرکت های گارانتی دهنده","زهرا سركارراه",2970000,,,,,,
473135218,D1941B43,602562,386796,"پرینتر لیبل زن بیکسولون مدل SLP-TX400 | گارانتی 12 ماهه سماء سرویس",بیکسولون,عادی,2391,1,دیجی‌کالا,"1401/08/07 12:17:07","1401/08/28 12:41:28","mohammad yavari","شرکت گلدایران","[شرکت گلدایران]aisle",5,"انبار امانی نزد شرکت های گارانتی دهنده","سماء رایان صنعت ",73620001,,,,,,
473149056,D72DA2CC,34898860,9700993,"جعبه ابزار تول باکس مدل MT60 | چند رنگ | گارانتی اصالت و سلامت فیزیکی کالا",متفرقه,عادی,6167,1,دیجی‌کالا,"1401/08/07 13:09:34","1401/08/22 11:52:10","mohammad yavari","شرکت گلدایران","[شرکت گلدایران]aisle",5,"انبار امانی نزد شرکت های گارانتی دهنده","ابزارآلات طلایی",1773001,,,,,,
473150035,00C9E34C,34871765,9669139,"سری پیچ گوشتی جیانیک سنگ مدل 1272 مجموعه 26 عددی | چند رنگ | گارانتی اصالت و سلامت فیزیکی کالا",متفرقه,عادی,6173,1,دیجی‌کالا,"1401/08/07 13:13:51","1401/08/25 12:26:56","mohammad yavari","شرکت گلدایران","[شرکت گلدایران]aisle",5,"انبار امانی نزد شرکت های گارانتی دهنده","ابزارآلات طلایی",1477500,,,,,,
473393743,76B1E443,34888111,8558317,"شارژر دیواری لیتو مدل LH-11 به همراه کابل تبدیل USB-C | مشکی | گارانتی 12 ماهه لیتو",لیتو,عادی,1271,1,دیجی‌کالا,"1401/08/08 01:03:24","1401/08/23 12:33:32","mohammad yavari","شرکت گلدایران","[شرکت گلدایران]aisle",5,"انبار امانی نزد شرکت های گارانتی دهنده","ماندگار ورنا نوین آسیا",1550000,,,,,,
473396364,EA21DB94,34890648,9652695,"شارژر فندکی لیتو مدل LC-C2 به همراه کابل تبدیل USB-C | مشکی | گارانتی 12 ماهه لیتو",لیتو,عادی,1271,1,دیجی‌کالا,"1401/08/08 01:14:35","1401/08/11 13:17:20","mohammad yavari","شرکت گلدایران","[شرکت گلدایران]aisle",5,"انبار امانی نزد شرکت های گارانتی دهنده","ماندگار ورنا نوین آسیا",1278000,,,,,,
473559180,786CCE29,34901591,8982661,"اسپیکر بلوتوثی قابل حمل پرووان مدل PSB4923 | مشکی | گارانتی 12 ماهه کاوان",پرووان,متوسط,25,1,دیجی‌کالا,"1401/08/08 13:29:13","1401/08/19 14:19:38","mohammad yavari","شرکت گلدایران","[شرکت گلدایران]aisle",5,"انبار امانی نزد شرکت های گارانتی دهنده","کاوان تجارت کیاسام ",19730001,,,,,,
473559189,108A34A7,34901591,8982661,"اسپیکر بلوتوثی قابل حمل پرووان مدل PSB4923 | مشکی | گارانتی 12 ماهه کاوان",پرووان,متوسط,25,1,دیجی‌کالا,"1401/08/08 13:29:13","1401/08/16 12:36:12","mohammad yavari","شرکت گلدایران","[شرکت گلدایران]aisle",5,"انبار امانی نزد شرکت های گارانتی دهنده","کاوان تجارت کیاسام ",19730001,,,,,,
473559207,D5B197A4,34901591,8982661,"اسپیکر بلوتوثی قابل حمل پرووان مدل PSB4923 | مشکی | گارانتی 12 ماهه کاوان",پرووان,متوسط,25,1,دیجی‌کالا,"1401/08/08 13:29:13","1401/08/16 12:35:48","mohammad yavari","شرکت گلدایران","[شرکت گلدایران]aisle",5,"انبار امانی نزد شرکت های گارانتی دهنده","کاوان تجارت کیاسام ",19730001,,,,,,
473621863,26587A86,141619,115406,"سماور گازسوز عالی نسب مدل Toranj ظرفیت 6 لیتر | استیل | گارانتی 12 ماهه عالی نصب","عالی نسب",عادی,6935,1,دیجی‌کالا,"1401/08/08 16:10:22","1401/08/25 12:43:57","mohammad yavari","شرکت گلدایران","[شرکت گلدایران]aisle",5,"انبار امانی نزد شرکت های گارانتی دهنده","تولیدی صنایع نفت و گاز عالی نسب",38115000,,,,,,
473658585,BCF813DC,23588719,3657238,"بخاری گازی آبسال مدل 437 | نوک مدادی | گارانتی 24 ماهه آبسال",آبسال,متوسط,5863,1,دیجی‌کالا,"1401/08/08 17:40:06","1401/08/23 16:15:45","mohammad yavari","شرکت گلدایران","[شرکت گلدایران]aisle",5,"انبار امانی نزد شرکت های گارانتی دهنده","شرکت آریان پاسارگاد لیان",15600000,,,,,,
473662318,353415707452366,34946971,5549287,"تبلت سامسونگ مدل Galaxy Tab A7 Lite ظرفیت 32 گیگابایت | خاکستری | گارانتی 18 ماهه آبان دیجی (رایان اندیش آوات)",سامسونگ,عادی,13,1,دیجی‌کالا,"1401/08/08 17:55:13","1401/08/23 13:22:49","mohammad yavari","شرکت گلدایران","[شرکت گلدایران]aisle",5,"انبار امانی نزد شرکت های گارانتی دهنده","رایانه همراه معیار ایرانیان",40889999,,,,,,
473711206,356196386740225,18367656,3699809,"تبلت سامسونگ مدل Galaxy Tab A7 10.4 SM-T505 ظرفیت 32 گیگابایت | خاکستری | گارانتی 18 ماهه داریا همراه پایتخت",سامسونگ,عادی,13,1,دیجی‌کالا,"1401/08/08 22:18:43","1401/08/25 11:48:31","mohammad yavari","شرکت گلدایران","[شرکت گلدایران]aisle",5,"انبار امانی نزد شرکت های گارانتی دهنده","تجارت چهار سوی سرزمین پارس",60250000,,,,,,
473720164,2E7147F7,34725764,3021400,"هدفون بی‌ سیم هایلو مدل T15 | مشکی | گارانتی 12 ماهه داده پرداز رایانه متین",هایلو,عادی,211,1,دیجی‌کالا,"1401/08/08 23:11:12","1401/08/30 13:51:05","mohammad yavari","شرکت گلدایران","[شرکت گلدایران]aisle",5,"انبار امانی نزد شرکت های گارانتی دهنده","ارتباط فیدار هوشمند",5000000,,,,,,
473720167,729EABFB,34725764,3021400,"هدفون بی‌ سیم هایلو مدل T15 | مشکی | گارانتی 12 ماهه داده پرداز رایانه متین",هایلو,عادی,211,1,دیجی‌کالا,"1401/08/08 23:11:12","1401/08/30 13:51:05","mohammad yavari","شرکت گلدایران","[شرکت گلدایران]aisle",5,"انبار امانی نزد شرکت های گارانتی دهنده","ارتباط فیدار هوشمند",5000000,,,,,,
473720246,0C5AD411,34725764,3021400,"هدفون بی‌ سیم هایلو مدل T15 | مشکی | گارانتی 12 ماهه داده پرداز رایانه متین",هایلو,عادی,211,1,دیجی‌کالا,"1401/08/08 23:11:15","1401/08/28 12:41:28","mohammad yavari","شرکت گلدایران","[شرکت گلدایران]aisle",5,"انبار امانی نزد شرکت های گارانتی دهنده","ارتباط فیدار هوشمند",5000000,,,,,,
473768521,B8789FCE,33462888,5856710,"هدفون بلوتوثی کیو سی وای مدل T13 TWS | سفید | گارانتی 12 ماهه داده پرداز رایانه متین","کیو سی وای",عادی,211,1,دیجی‌کالا,"1401/08/09 00:09:09","1401/08/21 09:58:56","mohammad yavari","شرکت گلدایران","[شرکت گلدایران]aisle",5,"انبار امانی نزد شرکت های گارانتی دهنده","داده پرداز رایانه متین ",3900000,,,,,,
473769058,D75D438F,33462888,5856710,"هدفون بلوتوثی کیو سی وای مدل T13 TWS | سفید | گارانتی 12 ماهه داده پرداز رایانه متین","کیو سی وای",عادی,211,1,دیجی‌کالا,"1401/08/09 00:09:10","1401/08/25 12:26:56","mohammad yavari","شرکت گلدایران","[شرکت گلدایران]aisle",5,"انبار امانی نزد شرکت های گارانتی دهنده","داده پرداز رایانه متین ",3900000,,,,,,
473769067,31B45F2F,33462888,5856710,"هدفون بلوتوثی کیو سی وای مدل T13 TWS | سفید | گارانتی 12 ماهه داده پرداز رایانه متین","کیو سی وای",عادی,211,1,دیجی‌کالا,"1401/08/09 00:09:10","1401/08/25 12:53:21","mohammad yavari","شرکت گلدایران","[شرکت گلدایران]aisle",5,"انبار امانی نزد شرکت های گارانتی دهنده","داده پرداز رایانه متین ",3900000,,,,,,
473769095,7CB1A2F7,33462888,5856710,"هدفون بلوتوثی کیو سی وای مدل T13 TWS | سفید | گارانتی 12 ماهه داده پرداز رایانه متین","کیو سی وای",عادی,211,1,دیجی‌کالا,"1401/08/09 00:09:11","1401/08/26 09:16:12","mohammad yavari","شرکت گلدایران","[شرکت گلدایران]aisle",5,"انبار امانی نزد شرکت های گارانتی دهنده","داده پرداز رایانه متین ",3900000,,,,,,
473769419,36B983A2,33462888,5856710,"هدفون بلوتوثی کیو سی وای مدل T13 TWS | سفید | گارانتی 12 ماهه داده پرداز رایانه متین","کیو سی وای",عادی,211,1,دیجی‌کالا,"1401/08/09 00:09:14","1401/08/27 12:35:57","mohammad yavari","شرکت گلدایران","[شرکت گلدایران]aisle",5,"انبار امانی نزد شرکت های گارانتی دهنده","داده پرداز رایانه متین ",3900000,,,,,,
473769471,D5FEE54C,33462888,5856710,"هدفون بلوتوثی کیو سی وای مدل T13 TWS | سفید | گارانتی 12 ماهه داده پرداز رایانه متین","کیو سی وای",عادی,211,1,دیجی‌کالا,"1401/08/09 00:09:15","1401/08/18 13:07:51","mohammad yavari","شرکت گلدایران","[شرکت گلدایران]aisle",5,"انبار امانی نزد شرکت های گارانتی دهنده","داده پرداز رایانه متین ",3900000,,,,,,
473769684,7AA635E8,33462888,5856710,"هدفون بلوتوثی کیو سی وای مدل T13 TWS | سفید | گارانتی 12 ماهه داده پرداز رایانه متین","کیو سی وای",عادی,211,1,دیجی‌کالا,"1401/08/09 00:09:19","1401/08/20 16:20:39","mohammad yavari","شرکت گلدایران","[شرکت گلدایران]aisle",5,"انبار امانی نزد شرکت های گارانتی دهنده","داده پرداز رایانه متین ",3900000,,,,,,
473769777,44BC2737,33462888,5856710,"هدفون بلوتوثی کیو سی وای مدل T13 TWS | سفید | گارانتی 12 ماهه داده پرداز رایانه متین","کیو سی وای",عادی,211,1,دیجی‌کالا,"1401/08/09 00:09:21","1401/08/23 12:33:31","mohammad yavari","شرکت گلدایران","[شرکت گلدایران]aisle",5,"انبار امانی نزد شرکت های گارانتی دهنده","داده پرداز رایانه متین ",3900000,,,,,,
473798830,RFARC17HH2V,34896007,6095671,"ساعت هوشمند سامسونگ مدل Galaxy Watch4 40mm  بند سیلیکونی | مشکی | گارانتی 18 ماهه آرمان همراه ارتباطات آریا",سامسونگ,عادی,5848,1,دیجی‌کالا,"1401/08/09 00:56:26","1401/08/19 11:18:41","mohammad yavari","شرکت گلدایران","[شرکت گلدایران]aisle",5,"انبار امانی نزد شرکت های گارانتی دهنده","آرمان همراه ارتباطات آریا",39400313,,,,,,
473798917,RFARC17J6VK,34896007,6095671,"ساعت هوشمند سامسونگ مدل Galaxy Watch4 40mm  بند سیلیکونی | مشکی | گارانتی 18 ماهه آرمان همراه ارتباطات آریا",سامسونگ,عادی,5848,1,دیجی‌کالا,"1401/08/09 00:56:37","1401/08/28 12:11:00","mohammad yavari","شرکت گلدایران","[شرکت گلدایران]aisle",5,"انبار امانی نزد شرکت های گارانتی دهنده","آرمان همراه ارتباطات آریا",39400313,,,,,,
473798972,RFARC17J8CJ,34896007,6095671,"ساعت هوشمند سامسونگ مدل Galaxy Watch4 40mm  بند سیلیکونی | مشکی | گارانتی 18 ماهه آرمان همراه ارتباطات آریا",سامسونگ,عادی,5848,1,دیجی‌کالا,"1401/08/09 00:57:06","1401/08/30 14:21:13","mohammad yavari","شرکت گلدایران","[شرکت گلدایران]aisle",5,"انبار امانی نزد شرکت های گارانتی دهنده","آرمان همراه ارتباطات آریا",39400313,,,,,,
473799003,RFARC17HZPL,34896007,6095671,"ساعت هوشمند سامسونگ مدل Galaxy Watch4 40mm  بند سیلیکونی | مشکی | گارانتی 18 ماهه آرمان همراه ارتباطات آریا",سامسونگ,عادی,5848,1,دیجی‌کالا,"1401/08/09 00:57:16","1401/08/15 09:12:27","mohammad yavari","شرکت گلدایران","[شرکت گلدایران]aisle",5,"انبار امانی نزد شرکت های گارانتی دهنده","آرمان همراه ارتباطات آریا",39400313,,,,,,
473799108,RFARC17GVCK,34896007,6095671,"ساعت هوشمند سامسونگ مدل Galaxy Watch4 40mm  بند سیلیکونی | مشکی | گارانتی 18 ماهه آرمان همراه ارتباطات آریا",سامسونگ,عادی,5848,1,دیجی‌کالا,"1401/08/09 00:57:36","1401/08/30 14:16:54","mohammad yavari","شرکت گلدایران","[شرکت گلدایران]aisle",5,"انبار امانی نزد شرکت های گارانتی دهنده","آرمان همراه ارتباطات آریا",39400313,,,,,,
473813266,533B5AE9,31964851,3672641,"هدفون بلوتوثی پرووان مدل Moco (PHB3505) | مشکی | گارانتی 6 ماهه کاوان",پرووان,عادی,211,1,دیجی‌کالا,"1401/08/09 02:01:33","1401/08/19 09:08:12","mohammad yavari","شرکت گلدایران","[شرکت گلدایران]aisle",5,"انبار امانی نزد شرکت های گارانتی دهنده","کاوان تجارت کیاسام ",2290001,,,,,,
473813927,5C455968,22548127,293799,"تونر مشکی سدرا مدل 83A | گارانتی 18 ماهه سدرا",سدرا,عادی,1346,1,دیجی‌کالا,"1401/08/09 02:09:40","1401/08/30 12:27:30","mohammad yavari","شرکت گلدایران","[شرکت گلدایران]aisle",5,"انبار امانی نزد شرکت های گارانتی دهنده","شرکت مهندسی مشاوره ای دیبا افزار صدر",1999997,,,,,,
473814167,30242C9C,34759694,8910426,"هندزفری بی سیم وریتی مدل T90 | سفید | گارانتی 12 ماهه آسان سرویس",وریتی,عادی,211,1,دیجی‌کالا,"1401/08/09 02:14:30","1401/08/22 11:48:53","mohammad yavari","شرکت گلدایران","[شرکت گلدایران]aisle",5,"انبار امانی نزد شرکت های گارانتی دهنده"," بنیان توسعه پخش صبا",6800001,,,,,,
473814169,D01BB6F3,34759694,8910426,"هندزفری بی سیم وریتی مدل T90 | سفید | گارانتی 12 ماهه آسان سرویس",وریتی,عادی,211,1,دیجی‌کالا,"1401/08/09 02:14:30","1401/08/22 11:48:53","mohammad yavari","شرکت گلدایران","[شرکت گلدایران]aisle",5,"انبار امانی نزد شرکت های گارانتی دهنده"," بنیان توسعه پخش صبا",6800001,,,,,,
